disease,sex,ageClass,burdenType,value
RespiratoryDisease,M,ageClass8,yld,110389.0023
RespiratoryDisease,M,ageClass1,daly,68925.11304
RespiratoryDisease,M,ageClass2,daly,184947.4628
RespiratoryDisease,M,ageClass3,daly,248252.6543
RespiratoryDisease,M,ageClass4,daly,297877.0091
RespiratoryDisease,M,ageClass5,daly,618768.484
RespiratoryDisease,M,ageClass6,daly,595652.5816
RespiratoryDisease,M,ageClass7,daly,618157.1587
RespiratoryDisease,M,ageClass8,daly,519414.7897
RespiratoryDisease,F,ageClass1,dproj,424.1411876
RespiratoryDisease,F,ageClass2,dproj,123.8896953
RespiratoryDisease,F,ageClass3,dproj,412.0603829
RespiratoryDisease,F,ageClass4,dproj,1348.330854
RespiratoryDisease,F,ageClass5,dproj,7689.107707
RespiratoryDisease,F,ageClass6,dproj,15471.55232
RespiratoryDisease,F,ageClass7,dproj,29830.83098
RespiratoryDisease,F,ageClass8,dproj,87873.71986
RespiratoryDisease,F,ageClass1,yll,36104.6273
